filename,groundtruth
015312-num9.png,1
012725-num1.png,0
000487-num9.png,1
043325-num9.png,1
004689-num9.png,1
025881-num9.png,1
053180-num1.png,0
049855-num1.png,0
028056-num1.png,0
015813-num1.png,0
002911-num9.png,1
023719-num9.png,1
027771-num9.png,1
058838-num9.png,1
035125-num9.png,1
030385-num9.png,1
051716-num9.png,1
044083-num9.png,1
043324-num9.png,1
057740-num1.png,0
024071-num9.png,1
034544-num9.png,1
047783-num9.png,1
052270-num9.png,1
045372-num1.png,0
009191-num9.png,1
016413-num9.png,1
039102-num1.png,0
058591-num1.png,0
039364-num1.png,0
039692-num9.png,1
029651-num1.png,0
014984-num9.png,1
028308-num9.png,1
026177-num9.png,1
047974-num9.png,1
050110-num9.png,1
045373-num1.png,0
000048-num9.png,1
045873-num9.png,1
052017-num9.png,1
014985-num9.png,1
022879-num1.png,0
008358-num9.png,1
009133-num1.png,0
050445-num9.png,1
023682-num9.png,1
055813-num9.png,1
036687-num1.png,0
042581-num1.png,0
047721-num1.png,0
038868-num1.png,0
042911-num1.png,0
010028-num9.png,1
055175-num1.png,0
029495-num9.png,1
016147-num9.png,1
037629-num1.png,0
013611-num1.png,0
036370-num9.png,1
009354-num1.png,0
040317-num9.png,1
021272-num1.png,0
015989-num1.png,0
038369-num9.png,1
045627-num1.png,0
019897-num1.png,0
013610-num1.png,0
001044-num1.png,0
048797-num1.png,0
012787-num9.png,1
049466-num9.png,1
038950-num9.png,1
010110-num1.png,0
031888-num9.png,1
010376-num1.png,0
007274-num9.png,1
044946-num9.png,1
016919-num9.png,1
027924-num1.png,0
030140-num1.png,0
025323-num9.png,1
037081-num1.png,0
041510-num9.png,1
054773-num1.png,0
046127-num1.png,0
020475-num1.png,0
056882-num1.png,0
010681-num9.png,1
007013-num9.png,1
020474-num1.png,0
016218-num1.png,0
016588-num9.png,1
025822-num1.png,0
044947-num9.png,1
016918-num9.png,1
013728-num9.png,1
043416-num9.png,1
019804-num1.png,0
024227-num1.png,0
040884-num1.png,0
021571-num9.png,1
057986-num9.png,1
024927-num9.png,1
002318-num1.png,0
009631-num9.png,1
013875-num1.png,0
006116-num1.png,0
047244-num9.png,1
023181-num1.png,0
009630-num9.png,1
000078-num1.png,0
057287-num1.png,0
028838-num9.png,1
050120-num1.png,0
023611-num9.png,1
045343-num9.png,1
019163-num9.png,1
055380-num1.png,0
058056-num1.png,0
011015-num9.png,1
027679-num9.png,1
029406-num9.png,1
029660-num9.png,1
029396-num1.png,0
004010-num1.png,0
006371-num1.png,0
022349-num1.png,0
058230-num1.png,0
017043-num1.png,0
038552-num9.png,1
050789-num1.png,0
028901-num1.png,0
052878-num1.png,0
002920-num1.png,0
017225-num1.png,0
025421-num1.png,0
020111-num9.png,1
032745-num9.png,1
056810-num1.png,0
043315-num1.png,0
010613-num9.png,1
002221-num9.png,1
017042-num1.png,0
050788-num1.png,0
024178-num9.png,1
041583-num9.png,1
008036-num9.png,1
037012-num1.png,0
051540-num1.png,0
018293-num1.png,0
020376-num9.png,1
043814-num9.png,1
017771-num1.png,0
042819-num1.png,0
019768-num1.png,0
038006-num9.png,1
007022-num1.png,0
020445-num9.png,1
053682-num9.png,1
054743-num9.png,1
008095-num1.png,0
008563-num9.png,1
037547-num1.png,0
051015-num1.png,0
030486-num1.png,0
044010-num9.png,1
020623-num9.png,1
059804-num9.png,1
015677-num1.png,0
015381-num9.png,1
017986-num1.png,0
012240-num9.png,1
042318-num9.png,1
028754-num9.png,1
043426-num1.png,0
053683-num9.png,1
018057-num9.png,1
020444-num9.png,1
053375-num1.png,0
013088-num9.png,1
022725-num9.png,1
023844-num1.png,0
031280-num1.png,0
009693-num1.png,0
045186-num1.png,0
024285-num9.png,1
040140-num1.png,0
016481-num9.png,1
014070-num1.png,0
021942-num1.png,0
019437-num9.png,1
052715-num1.png,0
049099-num1.png,0
040327-num1.png,0
003173-num9.png,1
006443-num1.png,0
016480-num9.png,1
003955-num1.png,0
001352-num9.png,1
013996-num9.png,1
029012-num9.png,1
048177-num1.png,0
011891-num9.png,1
013296-num1.png,0
029974-num1.png,0
017708-num9.png,1
021492-num1.png,0
057865-num1.png,0
019577-num9.png,1
042696-num9.png,1
042860-num9.png,1
021302-num9.png,1
013297-num1.png,0
030698-num9.png,1
003954-num1.png,0
013997-num9.png,1
004405-num1.png,0
055963-num1.png,0
023062-num9.png,1
009225-num9.png,1
034496-num9.png,1
019576-num9.png,1
052654-num1.png,0
021165-num9.png,1
045756-num9.png,1
041607-num1.png,0
053935-num9.png,1
030257-num9.png,1
046930-num1.png,0
032350-num9.png,1
010907-num1.png,0
007805-num9.png,1
028184-num1.png,0
005592-num9.png,1
002453-num9.png,1
042258-num9.png,1
022664-num9.png,1
018870-num1.png,0
025253-num1.png,0
037897-num1.png,0
032351-num9.png,1
020505-num9.png,1
041196-num9.png,1
020763-num9.png,1
027354-num1.png,0
035990-num1.png,0
043567-num1.png,0
037661-num1.png,0
016869-num1.png,0
015550-num1.png,0
012301-num9.png,1
028473-num9.png,1
017457-num1.png,0
033199-num9.png,1
053761-num1.png,0
027191-num9.png,1
020050-num9.png,1
044895-num9.png,1
022831-num1.png,0
051666-num1.png,0
006499-num1.png,0
005530-num1.png,0
017692-num9.png,1
052239-num9.png,1
012432-num9.png,1
007651-num1.png,0
059080-num9.png,1
049925-num9.png,1
026359-num9.png,1
005756-num1.png,0
018624-num9.png,1
043033-num1.png,0
008811-num1.png,0
012655-num9.png,1
049042-num1.png,0
010752-num9.png,1
007650-num1.png,0
038674-num9.png,1
000267-num9.png,1
016562-num1.png,0
039073-num9.png,1
011333-num9.png,1
048645-num1.png,0
045065-num9.png,1
052167-num1.png,0
024366-num1.png,0
036532-num1.png,0
005898-num9.png,1
014464-num1.png,0
003566-num9.png,1
029547-num9.png,1
013235-num9.png,1
001197-num1.png,0
031862-num1.png,0
033965-num1.png,0
009771-num9.png,1
050207-num1.png,0
052800-num9.png,1
021657-num9.png,1
019244-num9.png,1
025794-num1.png,0
013668-num9.png,1
032860-num9.png,1
048589-num9.png,1
027693-num1.png,0
042268-num1.png,0
007335-num9.png,1
038311-num1.png,0
036808-num9.png,1
019619-num9.png,1
037651-num9.png,1
053904-num1.png,0
016859-num9.png,1
056734-num1.png,0
053594-num1.png,0
053204-num9.png,1
051493-num1.png,0
025263-num9.png,1
039648-num9.png,1
051165-num9.png,1
014038-num1.png,0
044306-num1.png,0
002604-num1.png,0
007834-num1.png,0
005233-num9.png,1
017191-num1.png,0
015560-num9.png,1
036499-num9.png,1
005933-num1.png,0
059783-num1.png,0
049740-num9.png,1
019188-num1.png,0
002462-num1.png,0
016960-num1.png,0
032958-num1.png,0
016006-num9.png,1
045767-num1.png,0
009072-num1.png,0
029245-num1.png,0
016261-num9.png,1
039286-num9.png,1
013537-num1.png,0
001695-num9.png,1
030138-num9.png,1
039986-num1.png,0
047407-num1.png,0
012909-num1.png,0
052392-num1.png,0
057854-num9.png,1
038928-num1.png,0
033567-num1.png,0
016734-num9.png,1
013904-num9.png,1
008588-num1.png,0
001450-num1.png,0
006067-num9.png,1
054038-num9.png,1
048413-num9.png,1
004306-num9.png,1
000698-num1.png,0
026951-num1.png,0
042194-num1.png,0
058127-num9.png,1
048882-num9.png,1
054039-num9.png,1
006900-num1.png,0
039924-num9.png,1
004307-num9.png,1
004161-num9.png,1
008919-num1.png,0
020159-num9.png,1
051509-num1.png,0
008589-num1.png,0
004807-num1.png,0
055097-num9.png,1
034404-num9.png,1
031134-num1.png,0
059619-num1.png,0
021401-num1.png,0
047153-num1.png,0
005439-num1.png,0
055707-num1.png,0
036993-num9.png,1
056261-num1.png,0
058978-num9.png,1
035065-num9.png,1
051430-num9.png,1
037162-num9.png,1
056007-num1.png,0
015253-num9.png,1
017854-num1.png,0
012664-num1.png,0
007407-num9.png,1
032635-num1.png,0
041862-num1.png,0
001569-num9.png,1
006838-num9.png,1
035592-num1.png,0
058979-num9.png,1
041694-num1.png,0
005501-num9.png,1
002136-num1.png,0
010848-num9.png,1
042171-num1.png,0
017989-num9.png,1
040210-num1.png,0
019766-num9.png,1
052444-num1.png,0
052622-num1.png,0
031426-num9.png,1
032079-num1.png,0
013717-num9.png,1
003044-num9.png,1
033746-num9.png,1
057813-num1.png,0
042316-num1.png,0
057175-num9.png,1
036276-num1.png,0
023973-num1.png,0
021682-num1.png,0
055072-num9.png,1
014321-num1.png,0
001142-num9.png,1
058434-num1.png,0
029902-num1.png,0
006575-num1.png,0
049706-num1.png,0
034248-num9.png,1
059233-num1.png,0
012681-num1.png,0
049096-num9.png,1
040328-num9.png,1
013449-num1.png,0
018806-num1.png,0
044340-num9.png,1
046021-num9.png,1
020573-num9.png,1
035710-num1.png,0
030920-num1.png,0
011728-num1.png,0
035080-num9.png,1
012680-num1.png,0
010971-num1.png,0
042048-num9.png,1
007873-num9.png,1
033418-num1.png,0
002643-num9.png,1
028394-num1.png,0
005012-num1.png,0
000744-num9.png,1
043980-num1.png,0
030221-num9.png,1
056773-num9.png,1
025042-num1.png,0
046020-num9.png,1
018497-num1.png,0
007440-num1.png,0
050349-num9.png,1
028837-num1.png,0
015584-num9.png,1
020241-num9.png,1
058059-num9.png,1
037343-num1.png,0
004979-num1.png,0
035244-num1.png,0
054321-num9.png,1
027410-num1.png,0
015073-num1.png,0
028836-num1.png,0
049035-num1.png,0
056041-num9.png,1
004978-num1.png,0
032672-num9.png,1
020026-num9.png,1
022847-num1.png,0
054146-num9.png,1
027677-num1.png,0
018653-num9.png,1
043044-num1.png,0
026586-num9.png,1
052376-num1.png,0
005189-num1.png,0
026070-num1.png,0
045782-num1.png,0
050787-num9.png,1
040744-num1.png,0
045974-num1.png,0
028069-num1.png,0
058307-num1.png,0
020879-num9.png,1
003510-num9.png,1
048454-num1.png,0
006020-num1.png,0
058161-num1.png,0
042424-num1.png,0
031815-num1.png,0
033212-num9.png,1
034625-num1.png,0
050016-num1.png,0
057421-num9.png,1
011123-num9.png,1
006021-num1.png,0
025648-num9.png,1
006247-num1.png,0
003511-num9.png,1
038690-num9.png,1
030210-num1.png,0
043521-num9.png,1
014228-num1.png,0
027174-num9.png,1
030910-num9.png,1
014928-num9.png,1
044370-num1.png,0
025215-num9.png,1
015517-num9.png,1
000282-num9.png,1
